regiao;estado;municipio;codigo_mun;capital;porte;populacao;area;densidade_dem;pib;pib_pc;participacao_transf_receita;servidores;comissionados;comissionados_por_servidor;perc_pop_econ_ativa;taxa_empreendedorismo;anos_estudo_empreendedor;jornada_trabalho;gasto_pc_saude;hab_p_medico;exp_vida;gasto_pc_educacao;exp_anos_estudo;nota_ciencias;nota_humanas;nota_linguagem;nota_mat;nota_redacao;idhm;ranking_igm;indice_governanca
SUDESTE;MG;EUGENOPOLIS;3124906;0;Pequeno porte 1;11229,0;309,4;36,29282482223659;112698,73;10206,37;93,0;251,0;28,0;0,11155378486055777;0,96;0,24;6,9224941105249105;42,2265118033811;445,72;1851,16666666667;75,77;425,83;9,56;473,1288461538462;515,651923076923;507,63653846153846;485,678846153846;493,0769230769232;0,5539999999999999;3071º;0,378
NORDESTE;BA;UMBURANAS;2932457;0;Pequeno porte 1;19343,0;1670,42;11,5797224650088;73667,06;3953,16;90,0;644,0;86,0;0,13354037267080746;0,7;0,36;4,31117639210243;30,2518042649315;261,92;4712,75;67,31;641,08;8,48;429,017021276596;481,17446808510635;472,28222222222223;428,34222222222223;483,5555555555555;0,172;3072º;0,378
NORDESTE;RN;RIACHUELO;2410900;0;Pequeno porte 1;7970,0;262,89;30,316862566092283;44265,32;5793,89;82,0;312,0;43,0;0,13782051282051283;0,73;0,16;4,93083589790546;45,1493732343687;551,73;969,125;71,01;798,53;8,43;434,0281249999999;472,85625000000016;470,91290322580653;441,0645161290322;465,80645161290323;0,35600000000000004;3073º;0,378
NORDESTE;RN;PARAU;2408706;0;Pequeno porte 1;3875,0;383,21;10,111949061872082;31813,06;8107,3;95,0;225,0;54,0;0,24;0,75;0,22;5,31846525281788;36,60904738990421;616,63;976,75;68,23;967,5;9,71;436,355;509,18;489,6722222222223;444,7944444444445;498,88888888888886;0,382;3074º;0,378
NORDESTE;PB;SAO JOSE DE PIRANHAS;2514503;0;Pequeno porte 2;20062,0;677,31;29,62011486616173;134980,07;6840,67;72,0;525,0;187,0;0,35619047619047617;0,78;0,25;4,78839441434472;36,580905403094896;418,45;2835,14285714286;70,31;549,08;9,19;462,17444444444425;491,5388888888888;481,26818181818186;461,54090909090905;479,77272727272725;0,353;3075º;0,378
NORDESTE;SE;CRISTINAPOLIS;2801702;0;Pequeno porte 1;18092,0;236,19;76,59934798255642;155237,09;8852,48;94,0;466,0;446,0;0,9570815450643777;0,8;0,26;4,77121048827067;36,052372560205896;433,4;1477,16666666667;70,27;1075,14;8,88;443,5723076923077;469,22923076923087;470,6723076923078;439,2230769230768;465,23076923076917;0,263;3076º;0,378
NORDESTE;MA;MARANHAOZINHO;2106375;0;Pequeno porte 1;16062,0;760,95;21,107825744135617;67797,38;4516,51;96,0;158,0;21,0;0,13291139240506328;0,73;0,28;4,39498217598517;40,7746100987861;339,45;1538,4;68,15;891,82;8,5;439,09705882352944;491,13823529411764;480,9272727272728;444,9818181818183;510,3030303030303;0,255;3077º;0,378
NORDESTE;BA;PIRAI DO NORTE;2924678;0;Pequeno porte 1;10386,0;193,43;53,69384273380551;56487,54;5423,67;95,0;454,0;22,0;0,048458149779735685;0,87;0,31;4,10066378080493;33,8067578024681;278,96;3259,0;70,72;732,58;6,08;444,6047619047618;478,8428571428572;471,715;442,39;451,0;0,215;3078º;0,378
NORTE;TO;ESPERANTINA;1707405;0;Pequeno porte 1;10651,0;504,02;21,132097932621722;68458,43;6709,64;97,0;336,0;31,0;0,09226190476190477;0,58;0,36;5,46146013955563;36,8268071284259;273,27;2071,2;67,92;864,36;10,26;433,5500000000001;480,56323529411765;476,27878787878785;429,57424242424247;457,8787878787878;0,303;3079º;0,378
NORDESTE;PI;CURRALINHOS;2203255;0;Pequeno porte 1;4353,0;345,85;12,58638137921064;17143,93;3989,74;91,0;177,0;20,0;0,11299435028248588;0,71;0,27;3,3499600436382;32,1727325122547;460,46;863,6;70,7;817,24;7,69;428,8740740740741;463,76666666666665;458,34074074074084;418,1185185185186;455,5555555555555;0,267;3080º;0,377
NORDESTE;SE;INDIAROBA;2802809;0;Pequeno porte 1;17600,0;314,71;55,92450192240476;145347,47;8580,13;95,0;627,0;99,0;0,15789473684210525;0,8;0,36;4,95243804915433;38,5135837317685;337,99;1226,07142857143;71,31;945,86;8,97;442,820253164557;485,4177215189872;471,64615384615394;437,80897435897435;460,0;0,327;3081º;0,377
NORDESTE;PI;JERUMENHA;2205300;0;Pequeno porte 1;4388,0;1867,31;2,349904407945119;29478,73;6695,15;96,0;202,0;62,0;0,3069306930693069;0,68;0,21;6,11971109207102;41,611865755825704;568,32;732,833333333333;72,22;789,74;9,06;440,79393939393935;464,9757575757576;459,4272727272728;422,01818181818186;404,24242424242425;0,353;3082º;0,377
SUDESTE;MG;PADRE PARAISO;3146305;0;Pequeno porte 2;20076,0;544,38;36,878650942356444;111784,79;5661,71;86,0;430,0;23,0;0,053488372093023255;0,72;0,27;5,829486172754519;40,1803217343509;437,99;;72,83;496,43;8,41;448,4452173913044;509,27304347826083;501,80446428571435;466,19910714285714;481,4285714285714;0,365;3083º;0,377
NORDESTE;PE;CAETES;2603207;0;Pequeno porte 2;28326,0;294,95;96,03661637565689;142291,99;5124,68;83,0;370,0;99,0;0,26756756756756755;0,81;0,24;4,5209965828198895;36,5775237254838;338,94;1644,64705882353;68,94;708,76;8,29;442,0036458333335;496,4927083333332;476,8163157894739;444,6384210526319;469,57894736842087;0,18899999999999997;3084º;0,377
NORDESTE;PB;RIACHAO DO POCO;2512762;0;Pequeno porte 1;4481,0;39,91;112,27762465547482;30372,01;6967,65;93,0;221,0;45,0;0,20361990950226244;0,94;0,19;5,50151960269688;40,8525735097439;524,7;1467,0;69,89;1213,25;9,14;433,21578947368414;493,3263157894737;484,9605263157895;424,43421052631584;492,6315789473685;0,267;3085º;0,377
NORDESTE;MA;PIRAPEMAS;2108801;0;Pequeno porte 1;18302,0;688,76;26,572390963470585;72596,32;4051,81;96,0;510,0;93,0;0,18235294117647058;0,59;0,27;5,01709282636024;38,5912988877474;418,28;1641,18181818182;69,47;1134,92;9,97;434,0231707317074;475,24024390243886;466,6560975609757;434,3963414634146;489,7560975609757;0,317;3086º;0,377
NORTE;AM;SANTO ANTONIO DO ICA;1303700;0;Pequeno porte 2;23378,0;12366,14;1,8904848238819876;126936,33;5217,92;94,0;661,0;56,0;0,08472012102874432;0,58;0,19;5,52550381110093;34,410311502853;347,12;1600,33333333333;70,52;917,73;6,49;434,5275862068963;471,7172413793104;462,43428571428564;426,58928571428567;459,4285714285714;0,11199999999999999;3087º;0,377
NORDESTE;BA;APUAREMA;2901957;0;Pequeno porte 1;7745,0;150,83;51,34920108731684;50747,85;6510,31;95,0;312,0;86,0;0,27564102564102566;0,87;0,26;4,64414325358349;34,3621214300804;255,77;;69,09;850,58;8,11;446,26129032258063;506,7967741935483;513,0419354838708;454,41290322580653;481,29032258064524;0,26;3088º;0,376
NORDESTE;BA;MIRANGABA;2921401;0;Pequeno porte 1;18588,0;1697,95;10,947318825642686;82137,43;4636,87;96,0;717,0;144,0;0,200836820083682;0,81;0,23;3,87889088537084;30,768348050521197;181,35;2980,1666666666697;66,12;830,15;8,63;444,84090909090907;513,4954545454547;488,46363636363645;435,009090909091;509,09090909090907;0,23600000000000002;3089º;0,376
NORDESTE;CE;CHAVAL;2303907;0;Pequeno porte 1;12931,0;238,23;54,2794778155564;65868,72;5119,99;95,0;861,0;73,0;0,08478513356562137;0,69;0,26;4,5764454594747;41,643763739784;405,34;1611,0;67,97;751,74;10,25;456,6298611111114;498,50694444444457;486,8950354609927;437,07588652482247;481,84397163120565;0,341;3090º;0,376
NORDESTE;BA;SANTANA;2928208;0;Pequeno porte 2;27381,0;1909,35;14,340482363107865;190703,24;7063,61;91,0;895,0;107,0;0,11955307262569832;0,9;0,26;4,85734863113163;37,3701082483245;319,32;4522,0;71,58;667,88;7,89;459,64897959183645;498,7464285714283;486,4974619289342;457,72994923857857;494,21319796954316;0,39399999999999996;3091º;0,376
SUDESTE;MG;SANTO ANTONIO DO JACINTO;3160306;0;Pequeno porte 1;11992,0;503,71;23,807349466955195;67702,66;5622,21;92,0;278,0;19,0;0,0683453237410072;0,94;0,19;4,6283465594799695;37,5568551268771;394,37;3006,0;71,33;590,98;7,96;453,22820512820505;506,1589743589744;473,8625;442,555;445,5;0,313;3092º;0,376
NORTE;TO;RIACHINHO;1718550;0;Pequeno porte 1;4561,0;517,48;8,813867202597201;36417,47;8211,38;91,0;205,0;20,0;0,0975609756097561;0,42;0,07;4,7272941698634;34,1337086488005;424,07;1492,66666666667;70,6;972,13;9,24;441,7880952380953;490,3404761904761;462,51951219512193;430,8073170731708;440,4878048780488;0,308;3093º;0,376
NORDESTE;AL;BRANQUINHA;2701100;0;Pequeno porte 1;10709,0;165,25;64,80484114977307;49805,24;4601,8;85,0;453,0;31,0;0,0684326710816777;0,65;0,15;3,37197448686053;35,7076000165556;491,88;1078,3;66,96;1315,07;8,04;429,1036363636363;477,01818181818186;460,23636363636376;415,12;443,27272727272725;0,16699999999999998;3094º;0,376
NORDESTE;BA;CRISOPOLIS;2909604;0;Pequeno porte 2;21700,0;607,66;35,710759306190965;121222,46;5655,35;95,0;807,0;67,0;0,08302354399008674;0,99;0,43;3,3240672877833504;34,6492873165759;260,97;1266,4117647058802;70,87;724,13;7,8;450,3153061224489;487,3918367346938;474,61530612244906;448,22857142857146;520,4081632653061;0,239;3095º;0,376
SUDESTE;MG;UMBURATIBA;3170305;0;Pequeno porte 1;2718,0;405,83;6,697385604809896;36035,8;13123,01;92,0;232,0;20,0;0,08620689655172414;0,8;0,22;6,79103529575021;45,2429545603415;812,69;1368,0;73,88;834,6;9,22;444,8687499999999;491,56875;493,73125000000016;436,6312499999999;502,5;0,465;3096º;0,375
NORDESTE;BA;PIRIPA;2924702;0;Pequeno porte 1;12035,0;511,76;23,516882913865874;54125,17;4269,22;97,0;424,0;10,0;0,02358490566037736;0,7;0,18;5,1275243590064505;33,5506216508686;384,58;1556,5;71,1;596,22;7,3;459,73432835820887;501,058208955224;487,8092307692308;461,9969230769232;503,3846153846154;0,315;3097º;0,375
NORDESTE;CE;TEJUCUOCA;2313351;0;Pequeno porte 1;18709,0;759,72;24,626178065603117;73306,17;4053,87;83,0;1078,0;51,0;0,04730983302411874;0,7;0,15;5,383545002275139;37,9555160286661;408,64;2287,625;69,54;843,35;9,42;451,49126637554565;493,54716157205263;482,2964757709249;445,2004405286341;503,1718061674009;0,337;3098º;0,375
NORDESTE;PB;BOM SUCESSO;2502300;0;Pequeno porte 1;4989,0;184,1;27,099402498642043;29857,76;5919,46;94,0;271,0;44,0;0,16236162361623616;0,74;0,25;4,57052433282648;35,6260140595428;521,73;1256,25;70,14;574,23;10,07;460,52666666666664;496,38333333333327;494,17666666666656;478,13;540,0;0,35600000000000004;3099º;0,375
NORDESTE;RN;SAO PEDRO;2412708;0;Pequeno porte 1;6177,0;195,24;31,6379840196681;38977,23;6190,79;92,0;196,0;60,0;0,30612244897959184;0,64;0,22;5,033896393107558;41,3219481621904;475,36;1251,0;72,62;850,62;8,96;429,245;452,77;459,21666666666664;427,1555555555555;464,4444444444445;0,348;3100º;0,375
NORDESTE;SE;PORTO DA FOLHA;2805604;0;Pequeno porte 2;28615,0;876,67;32,64056030205209;198960,55;7046,09;96,0;1034,0;51,0;0,04932301740812379;0,82;0,2;4,18684651992167;36,2478428806649;312,35;1492,9473684210502;69,36;807,28;8,11;455,12732240437174;492,7803278688526;481,7972527472528;451,23846153846176;480,8791208791209;0,298;3101º;0,375
NORDESTE;CE;ITAPIUNA;2306504;0;Pequeno porte 1;19872,0;588,7;33,75573297095294;90055,71;4639,89;87,0;469,0;26,0;0,05543710021321962;0,66;0,4;4,798773821151452;35,1645090636566;413,42;1223,125;71,49;653,04;9,27;450,97688172043024;492,33655913978515;482,79171270718246;441,22541436464104;493,5911602209945;0,384;3102º;0,375
SUDESTE;MG;SANTA RITA DE MINAS;3159357;0;Pequeno porte 1;7097,0;68,15;104,13793103448275;60873,76;8791,7;93,0;279,0;19,0;0,06810035842293907;0,87;0,17;6,08310712095963;47,2110029856402;434,76;997,714285714286;72,48;475,67;7,88;480,91500000000013;530,465;521,2410256410259;497,59487179487166;572,8205128205128;0,406;3103º;0,375
NORDESTE;PI;ASSUNCAO DO PIAUI;2201051;0;Pequeno porte 1;7703,0;1690,7;4,55610102324481;33989,0;4445,91;98,0;309,0;84,0;0,27184466019417475;0,42;0,16;3,39799317044808;25,5706087312461;352,71;1533,4;67,35;1052,89;8,31;431,75416666666666;470,3625;443,52608695652185;428,0;469,5652173913044;0,134;3104º;0,374
SUDESTE;MG;PRESIDENTE BERNARDES;3153103;0;Pequeno porte 1;5578,0;236,8;23,555743243243242;33693,25;5984,59;96,0;305,0;9,0;0,029508196721311476;0,86;0,24;5,0933929645433;45,70064372804181;680,2;;73,23;510,17;8,85;498,2387096774193;533,1387096774195;522,3548387096773;511,30322580645174;577,4193548387096;0,451;3105º;0,374
NORDESTE;SE;AREIA BRANCA;2800506;0;Pequeno porte 1;18329,0;148,13;123,73590764868696;162882,78;9137,88;95,0;541,0;95,0;0,1756007393715342;0,87;0,29;4,789482699395321;37,7948683430492;347,59;2570,85714285714;71,38;918,4;8,52;453,9276595744682;497,6255319148937;486,71000000000015;441,8688888888889;484,22222222222223;0,325;3106º;0,374
NORDESTE;PE;IATI;2606507;0;Pequeno porte 1;19056,0;635,14;30,0028340208458;103861,6;5491,55;82,0;458,0;62,0;0,13537117903930132;0,76;0,24;4,24667061619904;36,711306053102795;391,01;1264,13333333333;71,09;828,9;7,86;454,74285714285713;513,8384615384616;504,22111111111104;451,34444444444426;490,0;0,203;3107º;0,374
SUDESTE;MG;PAVAO;3148509;0;Pequeno porte 1;8724,0;601,19;14,511219414827258;64666,61;7372,77;87,0;254,0;7,0;0,027559055118110236;0,82;0,15;6,8804310497799195;40,2726860112859;358,88;2918,3333333333303;73,77;391,47;8,45;462,7128205128205;519,4820512820513;513,4131578947369;441,0868421052632;583,1578947368421;0,439;3108º;0,374
NORDESTE;MA;AMAPA DO MARANHAO;2100550;0;Pequeno porte 1;6844,0;502,4;13,622611464968154;31593,18;4737,32;95,0;196,0;33,0;0,1683673469387755;0,75;0,27;4,46631626209451;43,8969099944334;353,61;2243,6666666666697;66,29;1115,01;8,36;460,79591836734687;457,4285714285716;458,4375;436,9395833333333;434,16666666666674;0,184;3109º;0,374
NORDESTE;MA;SAO ROBERTO;2111672;0;Pequeno porte 1;6620,0;227,46;29,10401828892992;28648,68;4526,57;93,0;338,0;19,0;0,05621301775147929;0,57;0,2;4,08354941948931;29,568907685862108;343,13;1608,0;69,27;1212,62;8,81;456,0740740740741;487,574074074074;466,82758620689657;443,7103448275861;446,8965517241378;0,174;3110º;0,374
NORTE;PA;MOJU;1504703;0;Médio porte;78629,0;9094,14;8,646117169957797;686513,67;9181,92;95,0;1445,0;81,0;0,056055363321799306;0,79;0,38;3,95597401665744;36,2049661647071;215,7;4476,2352941176505;70,44;984,08;7,26;444,3694376528121;489,28655256723687;477,3880597014922;436,12014925373114;451,44278606965173;0,248;3111º;0,374
NORDESTE;PB;FAGUNDES;2506103;0;Pequeno porte 1;11345,0;189,03;60,01692852986299;75130,42;6562,18;95,0;448,0;51,0;0,11383928571428571;0,84;0,27;4,55677092456706;40,737053391593;347,17;1037,54545454545;69,91;919,43;8,69;452,58840579710153;514,2536231884056;493,94057971014513;443,3420289855071;499,71014492753625;0,27899999999999997;3112º;0,373
NORDESTE;PI;LAGOA DO SITIO;2205599;0;Pequeno porte 1;5068,0;804,7;6,297999254380514;24065,12;4817,84;92,0;185,0;69,0;0,372972972972973;0,68;0,3;4,3740863511235295;36,6166889651994;420,27;2511,0;69,68;849,42;8,94;446,0354838709677;476,974193548387;477,45483870967735;456,21290322580666;445,1612903225807;0,23399999999999999;3113º;0,373
NORDESTE;PE;JUPI;2608305;0;Pequeno porte 1;14620,0;104,99;139,25135727212117;103001,93;7190,36;85,0;407,0;30,0;0,07371007371007371;1,04;0,36;4,482853733758692;38,676407764228394;430,99;1442,7;66,88;896,58;9,33;458,6245454545453;513,2036363636364;509,1897196261682;459,3186915887849;547,2897196261682;0,315;3114º;0,373
NORDESTE;PB;JACARAU;2507309;0;Pequeno porte 1;14348,0;253,03;56,70473856854918;96032,86;6740,09;87,0;479,0;96,0;0,20041753653444677;0,81;0,28;5,15731867754217;37,589501872996;415,24;1785,375;68,18;807,18;8,88;454,61028037383187;506,86448598130835;493,4857142857141;448,6638095238097;521,1428571428571;0,27399999999999997;3115º;0,373
NORDESTE;BA;CICERO DANTAS;2907806;0;Pequeno porte 2;34581,0;863,93;40,02754852823725;202368,69;5878,71;92,0;953,0;162,0;0,16998950682056663;0,9;0,26;4,7175150588477095;40,711885006617706;341,3;1817,8947368421102;67,73;672,99;8,71;458,5922651933702;514,3381215469617;500,7877777777777;464,9227777777778;514,1111111111112;0,33899999999999997;3116º;0,373
NORDESTE;BA;ARATACA;2902252;0;Pequeno porte 1;11697,0;435,96;26,83044315992293;73834,43;6245,51;95,0;236,0;229,0;0,9703389830508474;0,79;0,26;4,72592187394777;30,7877796400234;388,38;1308,77777777778;70,46;801,74;7,71;455,8079999999998;515,174;490,186;453,434;521,2;0,27699999999999997;3117º;0,373
NORDESTE;BA;CAMACAN;2905602;0;Pequeno porte 2;33257,0;584,85;56,86415320167564;246088,76;7441,9;91,0;943,0;43,0;0,04559915164369035;0,74;0,26;5,1170546908212104;34,9513889946368;322,32;2548,8461538461497;71,07;595,03;7,41;458,1625806451613;506,1929032258067;484,97814569536456;468,2423841059604;505,8278145695364;0,32899999999999996;3118º;0,3720000000000001
NORDESTE;BA;BREJOLANDIA;2904407;0;Pequeno porte 1;10768,0;2247,21;4,79171950997014;62642,84;5940,53;93,0;462,0;50,0;0,10822510822510822;0,7;0,15;5,0508536356360905;36,737509557721;452,52;1517,71428571429;69,73;704,93;9,29;440,2238095238097;490,895238095238;480,6700000000001;429,82;484,0;0,35600000000000004;3119º;0,3720000000000001
SUDESTE;MG;CATUJI;3115458;0;Pequeno porte 1;6646,0;419,38;15,847203013973008;50410,52;7456,07;90,0;189,0;59,0;0,31216931216931215;0,68;0,18;3,84046504910588;40,2650611159047;508,12;840,125;71,23;781,79;6,99;446,33658536585364;493,3024390243902;503,73;452,64000000000016;538,5;0,23199999999999998;3120º;0,3720000000000001
NORDESTE;PI;PAQUETA;2207553;0;Pequeno porte 1;3893,0;448,36;8,68275492907485;19537,5;4985,33;96,0;145,0;35,0;0,2413793103448276;0,8;0,2;2,4840568689243;34,4652942311469;584,78;1954,5;68,88;1129,46;7,24;447,70714285714286;454,9285714285714;412,81428571428563;421,5;378,57142857142856;0,158;3121º;0,3720000000000001
NORDESTE;PE;FERREIROS;2605509;0;Pequeno porte 1;12008,0;88,65;135,45403271291596;94385,84;7965,05;85,0;348,0;99,0;0,28448275862068967;0,78;0,14;6,288659753305991;44,738439776419;402,8;1488,0;72,24;615,19;9,44;448,01500000000016;489,91100000000006;489,67777777777764;446,1999999999999;475,75757575757575;0,4270000000000001;3122º;0,3720000000000001
NORTE;PA;ACARA;1500206;0;Médio porte;54080,0;4343,81;12,449899972604694;868465,71;16073,77;92,0;1984,0;73,0;0,03679435483870968;0,85;0,49;3,4355502737817;31,6783779086871;275,86;3603,1333333333296;70,44;1283,73;6,03;436,6760147601476;480,51955719557196;472,9511278195488;432,7007518796994;449,812030075188;0,15;3123º;0,371
NORDESTE;PE;LAGOA DOS GATOS;2608701;0;Pequeno porte 1;16190,0;224,95;71,97154923316293;79969,86;4967,07;93,0;358,0;176,0;0,49162011173184356;0,87;0,37;3,99213257130219;37,7694127083587;293,76;1466,4545454545498;68,49;677,29;8,8;449,81165048543664;500,85825242718454;489,5128712871289;460,427722772277;523,5643564356436;0,258;3124º;0,371
NORDESTE;BA;PARIPIRANGA;2923803;0;Pequeno porte 2;29980,0;435,7;68,80881340371816;229995,89;7755,98;96,0;751,0;72,0;0,09587217043941411;0,76;0,28;4,19573563591415;30,93498665763801;306,32;4961,5;68,02;703,67;8,93;461,50612244897934;509,53020408163286;498,62663934426286;454,60532786885256;516,9672131147541;0,32;3125º;0,371
NORDESTE;BA;JITAUNA;2918308;0;Pequeno porte 1;12985,0;262,05;49,551612287731345;88729,87;6492,27;96,0;423,0;137,0;0,32387706855791965;0,77;0,27;5,31314982505575;34,7646700708802;346,06;974,0;67,25;881,78;8,74;469,9758620689652;520,9310344827585;504,0881355932204;455,78983050847467;523,728813559322;0,315;3126º;0,371
NORDESTE;CE;GRACA;2304657;0;Pequeno porte 1;15300,0;281,87;54,28034200163196;64776,49;4239,02;97,0;632,0;101,0;0,15981012658227847;0,55;0,16;4,96086065018567;41,2424209960723;342,25;1698,55555555556;70,28;876,09;9,74;444,4521276595743;486,33829787234015;487,8851063829789;440,772340425532;486,38297872340434;0,303;3127º;0,37
NORDESTE;PB;INGA;2506806;0;Pequeno porte 1;18105,0;267,63;67,64936666293016;117110,47;6538,1;93,0;529,0;176,0;0,332703213610586;0,84;0,31;5,6996621028464105;34,744562519892696;461,63;2247,25;71,07;601,93;9,27;450,2197368421053;496,64473684210543;492,23289473684196;446,3171052631579;504,4736842105263;0,35600000000000004;3128º;0,37
NORTE;AM;TONANTINS;1304237;0;Pequeno porte 1;18632,0;6446,89;2,8900756799014715;99830,98;5496,7;94,0;601,0;49,0;0,08153078202995008;0,66;0,32;3,54957497514912;34,6278351987429;443,44;2035,77777777778;71,74;1074,67;7,3;433,4247933884297;458,8148760330579;450,1025862068964;419,7543103448277;446,0344827586207;0,251;3129º;0,37
NORDESTE;BA;TEODORO SAMPAIO;2931400;0;Pequeno porte 1;7984,0;231,54;34,48216290921655;56357,64;6936,32;95,0;185,0;24,0;0,12972972972972974;0,76;0,21;5,65515751012836;33,3038942016818;369,67;672,25;71,41;721,05;8,26;457,14545454545447;496,03636363636366;473,59374999999983;434,98749999999984;468,75;0,36;3130º;0,37
NORDESTE;PI;LANDRI SALES;2205607;0;Pequeno porte 1;5227,0;1088,58;4,801668228334161;43781,77;8314,05;85,0;190,0;32,0;0,16842105263157894;0,54;0,16;4,569309047807732;38,624545168211704;555,68;1750,33333333333;69,25;921,13;9,03;459,552380952381;478,00000000000017;470,4142857142858;436,75714285714287;483,8095238095239;0,337;3131º;0,37
NORTE;PA;CURUCA;1502905;0;Pequeno porte 2;38391,0;672,68;57,071713147410364;218891,36;5987,67;94,0;805,0;160,0;0,19875776397515527;0,66;0,44;5,691177945956321;36,1266335375769;289,33;4132,0;70,48;540,32;8,16;450,5403361344543;498,2735294117649;488,92067510548515;435,7164556962024;494,3459915611815;0,332;3132º;0,37
NORDESTE;BA;SATIRO DIAS;2929701;0;Pequeno porte 2;20376,0;1010,05;20,173258749566855;101010,08;5001,74;92,0;692,0;142,0;0,20520231213872833;0,97;0,24;3,26458418777041;28,6967123558678;365,35;844,125;69,17;875,52;7,62;454,1591836734694;496,00204081632637;489,9791666666666;443,23125;480,41666666666674;0,2;3133º;0,37
NORDESTE;PI;JULIO BORGES;2205524;0;Pequeno porte 1;5523,0;1297,11;4,257927238245022;26944,98;4917,86;96,0;256,0;19,0;0,07421875;0,62;0,13;5,85770420070042;30,2681057211738;420,2;1832,0;71,64;951,75;8,97;439,7766666666666;477,39666666666665;471,61;442,3466666666668;502,0;0,332;3134º;0,37
NORDESTE;PE;JAQUEIRA;2607950;0;Pequeno porte 1;11649,0;87,21;133,57413140694877;67478,74;5769,39;98,0;268,0;58,0;0,21641791044776118;0,55;0,13;5,7532265987711;34,4634676283289;785,25;486,666666666667;70,07;753,3;8,91;428,32043010752676;463,9569892473118;464,1483146067415;430,36741573033686;459,55056179775283;0,315;3135º;0,369
NORDESTE;PI;JOCA MARQUES;2205458;0;Pequeno porte 1;5331,0;166,44;32,02956020187455;22836,35;4347,3;88,0;150,0;8,0;0,05333333333333334;0,56;0,31;2,6989028864983498;33,7793731677233;485,84;1760,66666666667;68,53;1098,81;7,46;432,9304347826088;480,6521739130435;446,8565217391304;423,3652173913043;404,3478260869565;0,146;3136º;0,369
SUDESTE;MG;BERIZAL;3106655;0;Pequeno porte 1;4691,0;488,76;9,597757590637531;31596,63;6873,32;86,0;156,0;24,0;0,15384615384615385;0,86;0,13;4,114089422658109;38,307928107140704;482,73;1543,33333333333;70,41;573,44;9,52;436,5190476190476;491,4;513,5736842105264;465,3368421052632;476,8421052631578;0,384;3137º;0,369
SUDESTE;MG;CONEGO MARINHO;3117836;0;Pequeno porte 1;7611,0;1641,99;4,635229203588329;40669,91;5448,81;97,0;330,0;36,0;0,10909090909090909;0,97;0,11;4,94518493267663;37,0536896406268;350,61;1878,75;72,96;550,27;10,29;434,240909090909;485,7590909090908;462,60232558139535;423,5651162790697;434,4186046511628;0,425;3138º;0,368
NORDESTE;PI;ALVORADA DO GURGUEIA;2200459;0;Pequeno porte 1;5303,0;2131,92;2,487429171826335;38785,92;7435,95;91,0;246,0;86,0;0,34959349593495936;0,63;0,17;5,435018502225982;37,241189337223396;520,45;1749,66666666667;69,96;1032,62;9,14;435,528125;470,834375;442,503125;423,39375000000007;403,125;0,322;3139º;0,368
NORDESTE;RN;LAGOA SALGADA;2406601;0;Pequeno porte 1;8206,0;79,13;103,70276759762417;58666,28;7325,04;96,0;211,0;48,0;0,22748815165876776;0,69;0,24;5,0061269419444505;39,8866001498672;444,87;807,6;71,28;938,4;8,93;433,9403225806452;491,7693548387097;481,0360655737704;447,9950819672133;450,8196721311475;0,332;3140º;0,368
SUDESTE;MG;CARAI;3113008;0;Pequeno porte 2;23679,0;1242,35;19,05984625910573;117674,31;5041,74;92,0;384,0;44,0;0,11458333333333333;0,83;0,21;3,8583422080583296;33,923007010209396;387,81;1675,57142857143;71,88;549,55;8,53;464,6535714285713;496,41428571428565;490,8071428571429;444,25952380952384;470,0;0,27399999999999997;3141º;0,3670000000000001
NORTE;AM;MARAA;1302801;0;Pequeno porte 1;18477,0;16830,83;1,0978068223611075;96984,88;5296,83;93,0;193,0;45,0;0,23316062176165803;0,62;0,24;3,2327089470721204;33,5513849195087;307,08;3061,1666666666697;70,78;1037,29;6,02;439,0705882352941;461,33921568627454;470,3733333333333;428,38222222222214;403,1111111111112;0,131;3142º;0,3670000000000001
NORDESTE;PB;CATINGUEIRA;2504207;0;Pequeno porte 1;4927,0;529,46;9,305707702187133;33678,89;6866,24;98,0;151,0;59,0;0,39072847682119205;0,67;0,26;5,2896212426542695;36,1456960427821;295,38;2456,0;70,17;694,82;9,15;442,32307692307677;495,39615384615394;497,6;442,15000000000015;494,6153846153846;0,313;3143º;0,3670000000000001
NORDESTE;SE;ARAUA;2800407;0;Pequeno porte 1;10467,0;199,07;52,579494650123074;98318,42;9106,93;96,0;355,0;140,0;0,39436619718309857;0,79;0,2;4,7965453088766905;36,00511658298321;8,2;1780,66666666667;72,0;1052,65;9,8;433,89200000000005;459,1013333333333;462,74657534246575;444,7972602739725;506,8493150684931;0,363;3144º;0,3670000000000001
NORDESTE;PE;BARRA DE GUABIRABA;2601300;0;Pequeno porte 1;14091,0;120,29;117,1419070579433;69834,39;5164,12;86,0;289,0;65,0;0,22491349480968859;0,65;0,23;4,93102293211777;39,5860992094999;471,03;1062,15384615385;68,54;520,27;8,87;439,6304347826088;481,67681159420283;481,77391304347816;423,3565217391304;474,4927536231884;0,32;3145º;0,3670000000000001
